sample_id,captured_at,x1,y1,z1,x2,y2,z2,x3,y3,z3,x4,y4,z4,x5,y5,z5,x6,y6,z6,dt12,dt23,dt34,dt45,dt56,x_hit,y_hit,z_hit,vx_hit,vy_hit,vz_hit,t_hit,is_reachable,intercept_valid,bounces_before_hit
71,2026-04-04T14:05:46.757,635.9761916,2524.914469,-589.7811767,605.5196583,2417.751777,-635.7478489,583.2650462,2318.529501,-678.3939406,564.3471298,2224.755547,-721.4944637,536.7700774,2122.769092,-771.5164509,514.314149,2027.386871,-817.6056166,0.0156019,0.0188151,0.0171895,0.0161777,0.0180198,-53.16290415,-227.209935,-808.71037,-729.3920303,-2796.481542,-1724.381115,0.5565542,1,1,0
72,2026-04-04T14:05:49.029,536.4844371,2483.184142,-320.6242769,499.2322105,2357.432306,-336.3802568,461.9406698,2232.847438,-352.5421608,422.8451357,2109.886204,-370.6736741,387.6529041,1992.164397,-388.1849762,347.2944607,1873.443372,-408.1416092,0.0175512,0.0154572,0.0148316,0.0135209,0.01553,-290.7600557,100.3472844,-947.951853,-2161.406732,-5256.219585,-2515.302974,0.2752622,1,1,0
73,2026-04-04T14:05:53.430,-162.3356522,2416.503902,-246.7522578,-122.5947817,2285.668404,-261.6529078,-103.3015178,2146.10237,-278.0302763,-82.3340359,2012.325115,-291.5695275,-68.69159934,1876.136768,-306.6267441,-41.10788132,1752.146538,-325.502626,0.0146009,0.0160285,0.0155078,0.0160238,0.0130048,198.6644308,-120.2533155,-815.5425695,993.1889378,-5231.513005,-2247.919611,0.2587,1,1,0
74,2026-04-04T14:05:58.278,359.0906959,2508.884862,-334.1967817,401.0240094,2402.142412,-360.8177059,397.9563601,2270.175982,-386.0399926,398.5589571,2142.632487,-412.7557667,397.7485727,2017.993387,-439.6731555,400.3956002,1897.185421,-467.7142832,0.0136091,0.0153576,0.0168233,0.0157113,0.0167486,371.652673,-36.89906679,-1007.842465,33.02953954,-5233.726832,2424.108848,0.2966648,1,1,0
75,2026-04-04T14:06:02.630,-5.924627138,2462.51462,-509.5499548,-6.265904953,2359.531461,-528.7238966,-2.302974016,2258.438231,-549.7559494,2.535785449,2161.354895,-571.8906923,15.95578924,2067.889291,-596.0127803,-233.0852477,1750.376951,-671.5064409,0.0180139,0.0175613,0.0176427,0.014837,0.015579,79.67775817,362.637789,-803.8893161,-64.77718909,-3469.019016,1263.192431,0.3222299,1,1,0
76,2026-04-04T14:06:05.216,538.2381613,2527.709219,-594.9605084,537.0228081,2451.723719,-616.8604468,542.7530784,2380.234829,-640.2220651,538.7870025,2303.004574,-665.9722032,538.4359143,2228.735948,-695.4596157,539.5246373,2155.704517,-723.3224796,0.0183781,0.0141292,0.016007,0.0192686,0.0129174,596.1534681,175.1404322,-1093.444005,300.4669128,-740.4666018,66.12877244,0.7179458,0,1,0
77,2026-04-04T14:06:07.829,214.8064572,2508.852292,-946.1479194,202.6155772,2426.778111,-984.4711157,193.6286982,2345.997497,-1022.492702,198.2610475,2272.026031,-1056.588464,188.2205772,2192.654035,-1102.487866,184.7024904,2124.838221,-1099.796864,0.0187372,0.0175035,0.012753,0.0129312,0.0146062,116.0566299,-26.07930086,-939.2101073,-290.0602408,-2399.383816,-1247.047756,0.8007787,1,1,0
78,2026-04-04T14:06:10.519,-398.1771366,2338.549495,-927.8559773,-371.8883021,2252.722646,-949.1399118,-357.9288045,2163.840741,-980.2759142,-338.543188,2072.424214,-1013.631387,-314.8081775,1990.068209,-1045.043664,-297.1598849,1902.957855,-1078.360982,0.0161453,0.0129643,0.0135224,0.0159883,0.0164058,45.46514374,-37.08654833,-955.5482864,199.2826173,-2391.110274,809.7882138,0.5583044,1,1,1
79,2026-04-04T14:06:12.827,521.7217987,2606.520634,-935.9339099,527.5651596,2532.984164,-955.8301028,517.9925812,2450.261323,-986.1746194,510.6549592,2370.696841,-1016.219236,502.6270915,2290.21191,-1050.186351,490.4423107,2209.319127,-1086.547533,0.014069,0.0170293,0.0158935,0.0168654,0.0147708,252.0136296,50.18975145,-978.2240078,-185.0857915,-2088.556908,-1117.475411,0.7223186,1,1,0
80,2026-04-04T14:06:19.240,-331.2002794,2459.786718,-1032.175378,-315.3513333,2375.167051,-1075.267567,-295.9979994,2292.247702,-1119.625987,-280.1906441,2225.014931,-1086.389356,-267.3377924,2160.525116,-1047.615312,-253.9389134,2096.146428,-1013.817189,0.0144341,0.0155972,0.0162423,0.013395,0.0166975,194.8319027,48.06121933,-837.730309,565.1404355,-1650.071507,45.80448976,0.6766169,1,1,1
81,2026-04-04T14:06:21.077,393.5183444,2568.208441,-873.6047955,402.6821255,2479.650009,-869.4861074,410.997242,2392.167122,-868.5762287,421.7265124,2306.940623,-869.2450558,429.6598245,2218.902491,-872.2905535,444.9048998,2139.829015,-875.1134255,0.0165608,0.0141489,0.0141113,0.0205636,0.0146009,691.6266819,426.267249,-935.9337219,865.6550465,-1892.550217,-131.9450236,0.4082362,0,1,0
82,2026-04-04T14:06:23.567,203.3605244,2548.817068,-832.485763,228.0238802,2481.464227,-806.2719616,228.6507156,2403.852314,-791.4627719,225.911777,2324.648929,-782.9282666,223.4621663,2247.466517,-774.6264253,216.5760821,2169.489265,-770.611457,0.0170392,0.0156025,0.0160636,0.0151791,0.0170618,139.015628,-21.70480757,-911.1499185,-40.36901453,-2600.222585,-879.1546711,0.6024419,1,1,1
83,2026-04-04T14:06:28.743,-491.7432582,2345.723996,-750.6676024,-481.2772491,2247.111676,-722.9686251,-478.7561672,2150.008798,-700.5035593,-468.9260366,2056.93614,-681.2172934,-453.8728286,1969.117568,-663.7945639,-453.9891324,1875.941455,-650.732475,0.0157544,0.0162292,0.0160458,0.0163756,0.0132226,-345.5938635,-99.36108579,-976.4989718,-60.95882867,-2878.02888,2205.88832,0.4541342,1,1,1
84,2026-04-04T14:06:30.935,-394.3171282,2458.546207,-790.0624489,-383.5974703,2369.781168,-772.2670919,-391.0219187,2273.826832,-764.243045,-378.9779192,2187.447657,-750.0601811,-405.687827,2087.433548,-750.4450019,-395.2261009,2001.978287,-747.612072,0.0150021,0.0166456,0.0150533,0.0156202,0.0161277,-461.7279882,-80.76604046,-835.258085,-146.2920852,-3039.082915,293.0989038,0.4803623,1,1,1
85,2026-04-04T14:06:33.398,462.8288167,2528.651193,-724.1949761,467.8855325,2442.82327,-714.133784,468.8648677,2352.490575,-706.4296769,471.6836458,2268.11562,-702.0668945,472.6344136,2179.572727,-700.6541562,474.7112993,2095.541514,-699.6244053,0.0169697,0.0158927,0.0162249,0.014536,0.0167788,583.0075427,231.399977,-852.6629788,343.7666765,-2114.223283,800.4023219,0.4512957,1,1,0
86,2026-04-04T14:06:35.910,149.0802382,2520.609607,-725.2306023,145.9218264,2443.933689,-717.459206,136.7460739,2362.515965,-713.7183535,130.7991454,2283.029473,-711.1195839,113.7086575,2198.713468,-712.6420401,110.3903471,2126.33998,-713.5765279,0.0125362,0.0131778,0.0149086,0.0163429,0.0147613,-116.610128,-37.68066422,-892.4892409,6.754248039,-1942.098569,-1008.992697,0.6248515,1,1,0
87,2026-04-04T14:06:38.213,-222.033253,2472.817127,-689.6201981,-187.1108157,2387.298272,-703.8832671,-165.1011565,2300.132364,-725.288901,-167.0263181,2206.092572,-752.7015286,-146.5880669,2122.056925,-773.2171859,-142.5009352,2031.405713,-799.758989,0.0200097,0.0130949,0.0145188,0.0160387,0.0167938,84.58718708,37.04216315,-943.6995889,217.9354216,-2786.592554,-1505.264223,0.5283234,1,1,0
88,2026-04-04T14:06:40.799,453.0410262,2526.334082,-575.587503,459.2126222,2455.22153,-581.2042838,455.9974301,2385.324636,-590.6921674,465.214236,2318.514071,-601.0212135,467.8927057,2250.994707,-611.7947622,469.193792,2182.167957,-628.8306481,0.0153406,0.016471,0.0163877,0.01507,0.0162401,639.0091247,322.342841,-884.3203253,517.7687711,-601.4150931,-1262.296528,0.6575959,0,1,0
89,2026-04-04T14:06:43.571,-51.72552748,2442.426324,-622.066117,-61.81049186,2354.366418,-607.4336877,-79.0496424,2266.218923,-597.7037537,-83.46500483,2183.991516,-590.26664,-99.89954339,2100.539621,-585.1265242,-96.42163426,2024.725136,-583.1764549,0.0154195,0.016062,0.0155319,0.0186655,0.0148383,-420.8291042,160.5911976,-818.2568229,-715.8575515,-2835.077457,1336.648107,0.4938948,1,1,1
90,2026-04-04T14:06:45.604,43.52447036,2494.862112,-680.5996879,42.03467802,2401.1856,-678.0626843,52.30143051,2312.997569,-675.0355263,64.11512537,2223.43583,-675.6980177,78.78729833,2139.794832,-676.074066,74.61824142,2047.18964,-681.261606,0.0163637,0.0168422,0.0129878,0.0143139,0.0158247,373.8170631,50.21088405,-805.7127607,485.5314152,-2543.520311,141.0184361,0.4845543,1,1,0
91,2026-04-04T14:06:50.025,-250.9519146,2385.212059,-547.1448732,-239.5424128,2259.221632,-570.8763087,-226.0358455,2139.337221,-595.9702881,-222.6830744,2015.929223,-622.0863848,-188.1230606,1911.374944,-644.7025551,-187.0458175,1786.618964,-678.9838969,0.0159043,0.0162975,0.0149094,0.0163385,0.0177637,-231.8689095,6.763438489,-904.5821205,87.80159258,-4270.96129,1920.11622,0.2703775,1,1,1
92,2026-04-04T14:06:54.771,437.9224802,2505.732179,-396.7349566,412.9704508,2420.703033,-410.3727889,401.2100398,2342.768111,-424.3838573,387.7754576,2264.422148,-442.0779903,370.5805301,2184.92649,-459.5728182,355.4942951,2106.727171,-480.4192208,0.0159932,0.0160312,0.017002,0.0136891,0.0145237,44.00661777,-160.9165812,-805.4368706,-403.7721583,-2494.704978,-1460.623929,0.6909623,1,1,0
93,2026-04-04T14:06:56.849,-425.7482929,2424.849955,-667.6121447,-431.8318307,2324.979699,-679.3307599,-439.9069047,2224.676364,-701.5490942,-431.2153748,2134.370597,-719.0668627,-460.5905327,2026.14625,-742.7199356,-449.9489495,1936.404889,-761.2452876,0.0165168,0.0163868,0.0163348,0.0185399,0.0148298,-544.1990463,144.0313461,-804.8057493,-223.6875934,-3367.221019,-238.4007763,0.4141733,1,1,0
94,2026-04-04T14:06:58.741,528.2532835,2530.365044,-777.8045405,530.5414048,2442.258114,-782.2203583,534.5506629,2355.982722,-789.1861468,533.1724049,2268.801969,-800.7145883,538.5302486,2185.667091,-810.7411958,535.1219554,2098.59714,-827.2489187,0.0140066,0.0164708,0.0159622,0.0166171,0.0153322,589.7519339,203.4549694,-949.3288499,166.4781952,-2314.297899,-1069.80648,0.4826288,1,1,0
95,2026-04-04T14:07:01.449,129.7462059,2539.897225,-862.7007933,139.614567,2458.699471,-843.4389451,129.9521755,2367.246301,-834.5552908,136.0728819,2285.016521,-822.5059838,120.7836696,2194.683564,-819.4072182,110.4450225,2105.192065,-818.7669814,0.0156003,0.0166555,0.0145891,0.0130389,0.0160397,35.19127225,11.70357146,-916.4272145,-189.5370443,-2960.436387,-715.4529933,0.5164574,1,1,0
96,2026-04-04T14:07:03.602,305.2547691,2505.027125,-591.7647906,315.5509218,2450.420749,-565.5680756,318.8887459,2394.294427,-542.2272708,331.9481418,2341.348044,-521.6105949,338.6281793,2288.52606,-503.7152583,339.5714856,2231.856154,-488.8713522,0.0132292,0.0135522,0.0163813,0.0156073,0.0168191,677.4810179,438.1894923,-664.1347423,672.0522016,-258.3001076,555.5526085,0.7192482,0,1,0
97,2026-04-04T14:07:06.873,64.27496073,2484.926939,-486.0893267,88.13806852,2433.336599,-444.358273,86.12096672,2368.996297,-405.0244284,90.63528989,2308.10698,-369.2198838,90.90032132,2246.792724,-336.5598697,93.83734759,2185.963059,-306.4578629,0.0161631,0.0139988,0.0152717,0.0156603,0.0141108,191.1632888,138.5944824,-958.9479396,226.0688318,-2461.213077,-3394.900796,0.612039,1,1,0
98,2026-04-04T14:07:13.367,29.38766768,2485.289356,-579.7098768,34.12100693,2433.878548,-567.614739,32.04550983,2378.751645,-559.6574332,31.43555269,2324.868604,-553.2183207,27.1638694,2270.7541,-549.9625555,22.71240542,2216.295003,-548.6130512,0.0122466,0.0135535,0.0134578,0.0159126,0.0160949,-120.7863222,49.07329321,-868.5429073,-149.9847371,-1452.289877,1062.210544,1.0553441,1,1,0
99,2026-04-04T14:07:15.973,149.3767299,2529.32536,-797.36979,175.3505795,2482.782414,-773.2543761,160.5599883,2416.85525,-761.2960867,165.208393,2363.490994,-746.5567788,164.7167467,2303.153953,-736.2309939,152.8791063,2243.986625,-728.6941978,0.0164195,0.0129774,0.0126097,0.0148739,0.0139514,41.34770452,5.567375224,-892.2052924,-138.3149428,-1502.61316,394.7245885,0.9887163,1,1,0
100,2026-04-04T14:07:18.488,532.2608934,2571.934828,-895.6274343,521.9553112,2499.527836,-888.6401156,508.2842317,2426.683009,-884.6852994,501.0807047,2357.188725,-880.9617304,488.5531832,2285.680934,-882.4790151,479.4717208,2216.83978,-884.5091569,0.0155397,0.0149709,0.015092,0.0129864,0.0126702,139.5143452,7.974739972,-916.5257237,-406.6608566,-2147.787503,-129.3393023,0.7965731,1,1,0
101,2026-04-04T14:07:21.156,-287.0141122,2426.297697,-685.1602737,-300.1711026,2353.164765,-665.8895307,-306.7216083,2284.46375,-652.3573194,-307.6217612,2217.5213,-641.1251996,-320.9196266,2146.233691,-632.6381618,-323.4858681,2081.775182,-622.8602366,0.0162057,0.0160511,0.0165285,0.0166659,0.0169161,-556.0669628,-58.39847636,-822.7159896,-393.1322568,-2004.495608,-1244.347675,0.7476877,1,1,0
102,2026-04-04T14:07:23.587,331.7723868,2515.265293,-844.8637754,316.1459205,2433.771654,-871.0451989,303.4955315,2355.160647,-897.3109428,288.8578407,2275.072708,-927.2227452,275.6574451,2198.126038,-957.0803016,254.4119697,2115.551967,-993.0459967,0.0170976,0.0161846,0.0154739,0.0174349,0.0160174,-56.52887053,20.04467746,-885.0746477,-411.2156421,-1975.5383,210.3086669,0.7026998,1,1,0
103,2026-04-04T14:07:25.941,251.3850313,2532.056548,-654.0413637,261.3618226,2462.395034,-633.7248016,257.4684751,2387.810574,-615.1416561,252.7931462,2311.039017,-601.0284392,245.8658728,2236.958277,-591.0072134,237.3296115,2161.140615,-582.5625018,0.0158974,0.0169202,0.0154903,0.0161301,0.0172535,49.75495471,225.0692683,-808.4263288,-26.76262529,-1865.81844,1518.193866,0.5178526,1,1,0
104,2026-04-04T14:07:28.504,361.8393601,2507.670018,-575.8830555,362.381744,2444.695494,-559.4754474,370.3632604,2384.107612,-545.7361315,366.1800192,2321.186294,-535.1195074,368.9954469,2261.734642,-526.6580385,371.6673068,2201.25193,-520.4816174,0.0140786,0.0156408,0.0171944,0.0150101,0.0169333,416.4458359,42.1139643,-873.6957735,99.93476831,-1247.209993,-1692.679356,0.8626306,1,1,0
105,2026-04-04T14:07:30.933,-122.0004189,2482.657482,-654.411551,-68.60826117,2422.515959,-642.6897141,-50.48657339,2348.606345,-639.379819,-43.45786017,2269.147158,-638.3884016,-25.91465942,2196.062717,-638.4475248,2.132724897,2128.645879,-639.9008776,0.0138896,0.0157464,0.0153822,0.0134378,0.0133984,419.4009553,-3.359008055,-836.5957828,370.3590467,-2636.777344,-1023.312218,0.6322649,1,1,0
106,2026-04-04T14:07:34.473,-306.1915195,2464.298606,-992.2448935,-302.1311581,2387.565988,-1035.576366,-293.5964797,2313.33577,-1080.277183,-281.7176996,2242.787075,-1122.139851,-277.275815,2186.503416,-1081.624455,-262.7487346,2138.829116,-1039.971272,0.0136584,0.013823,0.0137471,0.0150317,0.0155932,-3.159493981,35.90316139,-927.4711248,64.72709642,-1954.847478,-1250.521679,0.8472765,1,1,1
107,2026-04-04T14:07:37.367,500.6823414,2556.182112,-915.2062674,480.5635335,2484.105272,-955.5133838,462.9086196,2414.608299,-996.7939771,444.7046158,2344.527134,-1039.544815,428.5517686,2276.187446,-1083.525327,413.6285202,2213.869502,-1103.297642,0.0152236,0.0170061,0.0151404,0.0166853,0.0153817,-45.39467854,116.5662147,-991.4462466,-435.969657,-1752.876337,-1632.896851,0.9121117,1,1,0
108,2026-04-04T14:07:39.957,428.2644322,2567.429461,-703.5589344,456.2612662,2503.423385,-680.5755155,459.6902323,2425.026711,-666.897145,454.6243575,2341.227682,-658.8008891,447.6278799,2259.954994,-653.5022017,446.9865943,2180.002707,-647.1773989,0.0166096,0.0159094,0.015879,0.0172656,0.0151096,441.7834523,-87.72894919,-804.1827849,293.2092094,-1254.288903,-379.9161617,0.6243916,1,1,0
109,2026-04-04T14:07:42.216,389.0629743,2548.746903,-718.7936139,398.5185718,2464.306918,-711.2684975,410.9398245,2379.458889,-704.8848418,431.3012121,2303.199388,-700.1631501,430.126651,2215.927856,-702.1116769,442.2786882,2135.623879,-703.0234576,0.0155995,0.0164537,0.0159363,0.0172107,0.0198525,623.3306426,313.6581861,-839.9050256,446.417237,-2853.630039,699.3895195,0.4382213,0,1,0
110,2026-04-04T14:07:45.368,109.3486392,2488.508862,-572.8687248,103.7085997,2420.534007,-562.090461,96.52349664,2352.78735,-553.8625398,89.39073226,2285.805065,-547.9478537,75.97188496,2217.698935,-543.9850449,72.08498631,2151.060977,-543.6773739,0.0149604,0.016523,0.016055,0.0162308,0.0150137,-213.2114178,-53.92316318,-883.4169782,-118.2927078,-1446.009383,-1543.745392,0.7976443,1,1,0
111,2026-04-04T14:07:47.849,-309.0939989,2453.657648,-652.4449265,-295.0775006,2383.825002,-637.3335583,-313.4550423,2300.508098,-628.9750144,-327.2651175,2220.728667,-625.013071,-331.1557424,2143.184874,-620.3174417,-340.7361381,2067.508998,-618.6217123,0.0158026,0.0162988,0.0165394,0.0158603,0.0160258,-687.4029989,62.3811983,-766.9634678,-964.0234449,-2959.862371,86.51044787,0.5445644,0,1,0
113,2026-04-04T14:07:54.058,165.6685226,2517.471256,-881.4935167,169.1636834,2442.766698,-892.0429991,164.6637382,2365.677568,-908.085852,171.0878832,2295.052696,-922.2364886,172.1930505,2221.602145,-941.3057738,175.9799657,2150.974091,-960.6671986,0.0199365,0.0133085,0.0150218,0.0163583,0.0149032,274.6064363,49.03724045,-958.6789558,242.4442551,-1728.128336,-851.3301598,0.7726276,1,1,0
114,2026-04-04T14:07:56.783,311.1850578,2525.99943,-597.0789893,325.2828817,2471.871415,-590.4436057,325.5096729,2412.248861,-588.8151508,334.4754063,2355.13057,-587.754719,340.3348914,2300.055487,-590.8380751,347.8936239,2244.768532,-595.2008434,0.0159571,0.0159484,0.014428,0.0148412,0.0149749,571.7623974,192.9128777,-881.1533736,454.2849461,-644.0780182,1220.431905,0.9631817,1,1,0
115,2026-04-04T14:07:59.834,-212.9224628,2398.957405,-643.1869005,-178.9786952,2304.123993,-662.8465822,-173.57481,2201.104563,-687.6585987,-144.6939864,2108.160073,-713.0069722,-113.1049413,2019.025295,-739.6488394,-109.6610498,1917.154968,-769.8985162,0.0140765,0.0130136,0.0135202,0.0131353,0.0132069,185.9970012,0.853677908,-801.0836908,196.117435,-3375.038714,-682.5271634,0.4469152,1,1,0
116,2026-04-04T14:08:02.632,373.7450152,2541.794915,-611.6065766,380.7094034,2473.578448,-603.4826702,373.9513697,2398.64096,-599.7332162,358.5691578,2321.707181,-601.0742573,356.9040439,2252.236099,-602.3412867,340.0794331,2172.842686,-608.7220995,0.0170495,0.0159329,0.0133849,0.0148374,0.0169236,90.86137919,-30.03760987,-867.827495,-394.5684365,-2309.445419,-1258.359868,0.6738953,1,1,0
117,2026-04-04T14:08:05.465,-272.0583647,2422.013068,-625.8176885,-270.3119158,2350.598164,-617.0299875,-275.935074,2274.21942,-615.5475631,-280.7529744,2201.07491,-612.6323285,-285.6231025,2127.366461,-613.2645612,-273.3268893,2062.866994,-614.8288478,0.016761,0.016566,0.0133971,0.0150012,0.0122724,-274.6329408,-40.97361527,-888.9299786,-721.9627966,-3119.507003,-1663.705654,0.7138248,1,1,0
118,2026-04-04T14:08:09.624,-5.004678683,2472.742,-557.1548469,-32.20125352,2404.576799,-549.1148357,-59.2945267,2338.581672,-542.897228,-91.91194825,2269.853016,-541.0873425,-117.8012369,2205.449731,-541.6090004,-130.8556297,2146.04533,-542.6003933,0.0187928,0.0168247,0.0179286,0.0146666,0.0161703,-862.7432221,390.5747568,-719.9390497,-1091.160325,-2231.806638,128.1569813,0.5720543,0,1,0
119,2026-04-04T14:08:14.360,-482.0962175,2429.259455,-815.9869271,-498.369086,2339.430347,-824.2533924,-500.8572554,2255.962305,-828.9431119,-502.5195354,2171.875819,-838.9055055,-499.60752,2096.494232,-853.6687337,-498.5555226,2019.168432,-865.4185178,0.0179759,0.0138093,0.0141599,0.018148,0.0133799,-623.6483836,186.1517659,-1000.620719,-412.1122983,-3118.613483,-1545.814567,0.4830537,1,1,1
